ID,UT,data,raingauges_id
377,1512399600,0.2,20
384,1512399900,0.2,32
385,1512400200,0.6,32
386,1512400500,0.2,32
387,1512400800,0.2,32
388,1512399900,0.2,34
389,1512400800,0.2,34
390,1512401100,0.2,34
395,1512400800,0.4,2
396,1512401100,0.4,2
397,1512401400,0.2,2
398,1512401700,0.2,2
399,1512402900,0.2,2
400,1512403800,0.2,2
401,1512404100,0.2,2
402,1512402000,0.2,3
403,1512402300,0.2,3
404,1512402900,0.4,3
405,1512403200,0.2,3
411,1512401400,0.4,7
412,1512401100,0.4,8
413,1512401400,0.4,8
414,1512401700,0.2,8
415,1512402000,0.2,8
416,1512402300,0.2,8
417,1512402900,0.2,8
418,1512404100,0.2,8
425,1512401400,0.2,11
427,1512401400,0.2,14
430,1512399900,0.2,16
431,1512402000,0.2,16
434,1512401700,0.2,17
446,1512402300,0.2,22
447,1512402600,0.4,22
448,1512399000,0.2,24
449,1512401700,0.2,24
450,1512403800,0.2,26
453,1512404700,0.2,29
454,1512402000,0.2,30
455,1512402600,0.2,30
456,1512402900,0.2,30
464,1512401400,0.2,34
465,1512401700,0.2,34
466,1512404100,0.2,34
467,1512405300,0.2,34
471,1512401700,0.2,35
472,1512402600,0.2,35
473,1512400500,0.2,36
474,1512402000,0.2,36
475,1512402900,0.2,36
476,1512402600,0.2,41
477,1512403200,0.2,41
478,1512403800,0.2,41
480,1512400200,0.4,42
481,1512400500,0.8,42
482,1512400800,0.2,42
483,1512401400,0.2,42
484,1512402600,0.2,44
485,1512404700,0.4,1
486,1512406500,0.2,1
487,1512406800,0.2,1
491,1512405900,0.2,2
492,1512406800,0.2,2
500,1512403800,0.2,3
501,1512404700,0.2,3
502,1512406800,0.2,3
511,1512406500,0.2,6
514,1512405000,0.2,8
515,1512406200,0.2,8
516,1512406800,0.2,8
517,1512407400,0.2,8
518,1512407700,0.2,8
527,1512405600,0.2,9
528,1512406800,0.2,9
535,1512405300,0.2,12
536,1512405300,0.2,13
538,1512404100,0.2,14
539,1512404700,0.2,14
543,1512407400,0.6,15
544,1512408000,0.2,15
545,1512408600,0.2,15
550,1512405900,0.2,17
554,1512404700,0.2,18
555,1512405000,0.2,18
556,1512405600,0.2,18
557,1512407100,0.2,18
558,1512408300,0.2,18
562,1512403500,0.2,19
563,1512404700,0.2,19
564,1512405900,0.2,19
565,1512407100,0.2,19
570,1512406200,0.2,20
575,1512405900,0.2,23
576,1512406200,0.2,23
577,1512406800,0.2,23
578,1512408000,0.2,23
581,1512405300,0.2,25
582,1512405900,0.2,25
583,1512406500,0.2,25
584,1512406800,0.2,25
585,1512407400,0.2,25
586,1512408000,0.2,25
587,1512407400,0.2,26
590,1512404100,0.2,27
591,1512405600,0.2,27
592,1512404100,0.2,28
593,1512404700,0.2,28
594,1512405000,0.2,28
595,1512405300,0.2,28
596,1512405600,0.2,28
597,1512406200,0.2,28
598,1512407100,0.2,28
600,1512405000,0.2,29
601,1512405600,0.2,29
602,1512406200,0.2,29
604,1512403800,0.2,30
605,1512404400,0.2,30
606,1512405600,0.2,30
607,1512406500,0.2,30
614,1512404700,0.2,32
615,1512405000,0.2,32
616,1512406800,0.4,32
621,1512397800,0.2,33
622,1512398100,0.2,33
623,1512398700,0.2,33
624,1512400500,0.2,33
625,1512401700,0.2,33
626,1512406200,0.2,34
627,1512407100,0.2,34
635,1512405600,0.2,35
636,1512405900,0.2,35
637,1512406200,0.4,35
638,1512406500,0.4,35
639,1512406800,0.2,35
640,1512407100,0.2,35
643,1512404700,0.2,36
644,1512406800,0.2,36
648,1512404100,0.2,37
649,1512405600,0.2,38
650,1512405900,0.2,38
651,1512407100,0.2,38
652,1512404700,0.2,41
653,1512405000,0.2,41
654,1512405900,0.2,41
659,1512405000,0.2,42
660,1512406500,0.2,42
661,1512406800,0.4,42
662,1512407100,0.6,42
663,1512407400,0.4,42
664,1512407700,0.2,42
670,1512408300,0.4,1
671,1512408900,0.2,1
672,1512409500,0.2,1
673,1512409800,0.4,1
674,1512411000,0.2,1
681,1512408000,0.2,2
682,1512408900,0.2,2
692,1512408900,0.2,3
693,1512410700,0.2,3
701,1512407700,0.2,4
702,1512408000,0.2,4
703,1512409800,0.2,4
704,1512410400,0.2,4
705,1512410700,0.2,4
708,1512408600,0.2,5
709,1512409500,0.2,5
710,1512410100,0.2,5
711,1512410700,0.2,5
712,1512411300,0.2,5
715,1512408600,0.2,6
716,1512408900,0.2,6
717,1512409200,0.2,6
718,1512409500,0.2,6
719,1512410100,0.2,6
720,1512410400,0.2,6
721,1512411000,0.2,6
725,1512408900,0.2,8
726,1512410100,0.2,8
740,1512407400,0.2,9
741,1512407700,0.2,9
742,1512408300,0.2,9
743,1512409200,0.2,9
744,1512410100,0.4,9
745,1512410700,0.4,9
746,1512411000,1.2,9
752,1512409200,0.2,10
755,1512409800,0.2,11
756,1512410400,0.2,11
758,1512409500,0.2,12
759,1512409800,0.2,12
760,1512410100,0.6,12
761,1512410400,0.2,12
762,1512410700,0.2,12
763,1512411000,0.2,12
764,1512411300,0.2,12
765,1512411600,0.2,12
766,1512412200,0.2,12
768,1512408900,0.2,13
771,1512407700,0.2,14
772,1512409200,0.2,14
773,1512409800,0.2,14
774,1512410400,0.2,14
780,1512410400,0.2,15
784,1512408600,0.2,16
785,1512410400,0.2,16
786,1512411600,0.2,16
791,1512408000,0.2,17
792,1512410100,0.2,17
793,1512411300,0.2,17
798,1512408900,0.2,18
799,1512410100,0.2,18
808,1512407700,0.2,19
809,1512409500,0.2,19
818,1512409500,0.2,20
819,1512411000,0.2,20
820,1512411300,0.2,20
821,1512411900,0.2,20
822,1512412200,0.2,20
826,1512407700,0.4,22
827,1512408000,0.2,22
828,1512408300,0.2,22
829,1512409200,0.2,22
832,1512409800,0.4,23
833,1512410100,0.4,23
834,1512410700,0.2,23
839,1512408600,0.2,24
842,1512409500,0.2,25
843,1512410400,0.2,25
850,1512408900,0.2,26
854,1512408600,0.2,27
855,1512409500,0.2,27
856,1512410400,0.2,27
857,1512411600,0.2,27
860,1512408600,0.2,28
861,1512410100,0.2,28
862,1512410700,0.2,28
863,1512411300,0.2,28
872,1512409800,0.2,29
873,1512410700,0.2,29
874,1512411300,0.2,29
875,1512411600,0.2,29
880,1512408000,0.2,30
881,1512408300,0.2,30
882,1512408900,0.2,30
883,1512409800,0.2,30
884,1512410700,0.2,30
885,1512411000,0.2,30
893,1512410700,0.2,31
897,1512408300,0.2,32
898,1512408600,0.2,32
899,1512409800,0.2,32
907,1512402300,0.2,33
908,1512402600,0.2,33
909,1512403200,0.2,33
910,1512403500,0.2,33
911,1512403800,0.2,33
912,1512404100,0.2,33
918,1512408600,0.2,34
919,1512410700,0.2,34
929,1512408600,0.2,35
943,1512407700,0.2,37
944,1512408000,0.2,37
945,1512408300,0.2,37
946,1512408900,0.2,37
947,1512409200,0.2,37
948,1512409800,0.2,37
949,1512410100,0.2,37
951,1512408600,0.4,38
952,1512408900,0.2,38
953,1512409200,0.2,38
954,1512409800,0.2,38
955,1512410100,0.2,38
959,1512407100,0.2,41
960,1512408300,0.2,41
961,1512408600,0.2,41
962,1512409200,0.2,41
963,1512409500,0.2,41
964,1512409800,0.2,41
972,1512408000,0.2,42
973,1512408300,0.2,42
974,1512409200,0.2,42
975,1512410100,0.2,42
986,1512407400,0.2,44
987,1512407700,0.2,44
988,1512408300,0.2,44
990,1512412200,0.2,1
991,1512414600,0.8,1
992,1512414900,1,1
1004,1512413700,0.2,2
1016,1512412800,0.2,3
1026,1512412200,0.2,4
1027,1512413100,0.6,4
1028,1512413400,0.2,4
1029,1512414000,0.2,4
1037,1512412200,0.2,5
1038,1512412800,0.2,5
1039,1512413100,0.2,5
1040,1512413700,0.4,5
1041,1512414300,0.2,5
1049,1512412200,0.2,6
1060,1512411000,0.4,8
1061,1512411600,0.2,8
1062,1512412200,0.2,8
1063,1512413400,0.2,8
1079,1512411300,0.4,9
1080,1512411900,0.2,9
1081,1512412500,0.2,9
1094,1512411600,0.2,10
1095,1512414000,0.2,10
1096,1512414600,0.2,10
1097,1512415200,0.2,10
1101,1512414000,0.2,11
1102,1512415200,0.2,11
1106,1512412800,0.2,12
1107,1512413100,0.2,12
1108,1512413400,0.2,12
1109,1512414300,0.2,12
1120,1512411000,0.2,13
1121,1512413100,0.2,13
1122,1512414000,0.2,13
1123,1512414300,0.2,13
1127,1512410700,0.2,14
1128,1512411000,0.2,14
1129,1512411300,0.2,14
1130,1512411900,0.2,14
1131,1512412500,0.2,14
1132,1512412800,0.2,14
1133,1512413100,0.2,14
1134,1512413400,0.2,14
1144,1512413400,0.2,15
1145,1512413700,0.2,15
1150,1512411900,0.2,16
1151,1512412800,0.2,16
1152,1512413400,0.2,16
1153,1512413700,0.2,16
1154,1512414000,0.2,16
1155,1512414600,0.2,16
1163,1512412500,0.2,17
1164,1512413700,0.2,17
1165,1512414300,0.4,17
1166,1512414600,0.2,17
1194,1512412800,0.2,20
1195,1512413100,0.2,20
1196,1512414000,0.2,20
1197,1512414600,0.2,20
1206,1512411300,0.2,22
1207,1512411900,0.2,22
1208,1512412200,0.2,22
1209,1512412500,0.2,22
1210,1512412800,0.2,22
1211,1512413400,0.2,22
1212,1512414000,0.2,22
1213,1512414600,0.2,22
1214,1512414900,0.2,22
1231,1512411600,0.2,25
1232,1512412200,0.2,25
1233,1512413400,0.2,25
1234,1512414000,0.2,25
1243,1512412200,0.2,26
1244,1512413400,0.2,26
1245,1512413700,0.2,26
1246,1512414000,0.2,26
1247,1512414600,0.2,26
1252,1512413100,0.2,27
1253,1512414300,0.2,27
1260,1512412200,0.2,28
1261,1512412800,0.2,28
1262,1512413700,0.2,28
1263,1512414300,0.2,28
1276,1512412200,0.2,29
1277,1512412500,0.2,29
1278,1512412800,0.4,29
1279,1512413100,0.2,29
1280,1512413700,0.2,29
1281,1512414300,0.2,29
1282,1512414600,0.2,29
1283,1512414900,0.2,29
1284,1512415200,0.2,29
1293,1512411300,0.2,30
1294,1512411600,0.2,30
1295,1512411900,0.2,30
1296,1512412200,0.2,30
1297,1512412800,0.2,30
1298,1512413100,0.2,30
1299,1512414000,0.2,30
1317,1512414300,0.2,32
1318,1512414600,0.2,32
1319,1512414900,0.2,32
1330,1512405300,0.2,33
1331,1512405600,0.2,33
1332,1512406200,0.2,33
1369,1512411600,0.2,37
1370,1512412800,0.2,37
1379,1512414300,0.2,38
1380,1512415500,0.2,38
1389,1512410400,0.2,41
1390,1512411000,0.2,41
1391,1512411300,0.2,41
1392,1512411900,0.4,41
1393,1512412500,0.2,41
1394,1512412800,0.2,41
1395,1512413100,0.2,41
1396,1512413400,0.2,41
1397,1512413700,0.2,41
1398,1512414000,0.2,41
1399,1512414300,0.2,41
1400,1512414600,0.2,41
1428,1512411000,0.2,44
1429,1512411300,0.2,44
1430,1512411900,0.2,44
1431,1512412200,0.2,44
1432,1512412500,0.2,44
1433,1512412800,0.4,44
1434,1512413100,0.2,44
1435,1512413700,0.2,44
1440,1512415200,0.2,1
1441,1512415500,0.2,1
1442,1512416100,0.2,1
1443,1512417000,0.2,1
1458,1512416100,0.2,2
1459,1512416400,0.2,2
1460,1512416700,0.2,2
1461,1512417000,0.2,2
1462,1512417600,0.2,2
1463,1512418200,0.2,2
1476,1512416400,0.2,3
1477,1512417600,0.2,3
1488,1512416100,0.4,4
1489,1512416400,0.6,4
1490,1512416700,0.6,4
1491,1512417000,0.2,4
1492,1512417300,0.2,4
1493,1512417600,0.2,4
1505,1512416400,0.2,5
1506,1512416700,1.2,5
1507,1512417000,1,5
1508,1512417300,1.2,5
1509,1512417600,0.2,5
1510,1512417900,0.2,5
1523,1512414300,0.2,6
1524,1512417600,0.2,6
1525,1512417900,0.2,6
1536,1512415500,0.2,7
1537,1512416100,0.2,7
1539,1512416700,0.2,8
1540,1512417000,0.2,8
1541,1512417300,0.2,8
1542,1512417600,0.2,8
1543,1512417900,0.2,8
1563,1512414900,0.2,9
1564,1512415200,0.2,9
1565,1512415500,0.6,9
1566,1512415800,0.8,9
1567,1512416100,0.6,9
1568,1512416400,0.2,9
1569,1512416700,0.2,9
1570,1512417600,0.2,9
1586,1512418200,0.2,10
1587,1512418500,0.2,10
1588,1512419400,0.2,10
1601,1512416100,0.2,12
1616,1512414900,0.2,13
1617,1512417600,0.6,13
1618,1512417900,0.2,13
1619,1512418500,0.2,13
1620,1512418800,0.2,13
1628,1512416100,0.2,14
1629,1512416700,0.4,14
1630,1512417000,0.4,14
1631,1512417300,0.2,14
1632,1512417600,0.2,14
1633,1512418500,0.2,14
1651,1512415500,0.2,15
1652,1512415800,0.4,15
1653,1512416100,0.6,15
1654,1512416400,0.2,15
1661,1512415200,0.2,16
1662,1512417000,0.4,16
1663,1512417300,0.4,16
1664,1512417600,0.6,16
1665,1512417900,0.4,16
1679,1512415800,0.2,17
1680,1512416700,0.2,17
1681,1512417000,0.2,17
1682,1512417300,0.8,17
1683,1512417600,0.6,17
1684,1512417900,0.2,17
1696,1512414600,0.4,18
1697,1512414900,0.8,18
1698,1512415200,0.2,18
1699,1512415500,0.2,18
1700,1512415800,0.2,18
1701,1512416400,0.2,18
1702,1512416700,0.2,18
1703,1512417600,0.2,18
1714,1512414600,0.4,19
1715,1512414900,0.4,19
1716,1512415200,0.2,19
1717,1512415800,0.4,19
1718,1512416100,0.2,19
1719,1512416400,0.2,19
1720,1512416700,0.2,19
1721,1512417000,0.2,19
1759,1512415800,0.2,23
1767,1512413400,0.2,24
1768,1512415800,0.2,24
1769,1512416700,0.2,24
1773,1512414900,0.2,25
1774,1512415500,0.2,25
1775,1512416400,0.2,25
1776,1512417600,0.2,25
1789,1512415200,0.2,26
1790,1512416700,0.2,26
1800,1512415500,0.2,27
1801,1512416100,0.2,27
1802,1512417000,0.2,27
1811,1512415200,0.2,28
1812,1512416100,0.2,28
1846,1512414600,0.2,30
1847,1512414900,0.2,30
1848,1512415200,0.2,30
1873,1512415800,0.2,32
1874,1512416400,0.2,32
1875,1512416700,0.2,32
1876,1512417000,0.8,32
1877,1512417300,0.2,32
1878,1512417600,0.2,32
1892,1512408300,0.2,33
1907,1512415500,0.2,34
1908,1512415800,0.4,34
1909,1512416100,0.2,34
1910,1512416400,0.2,34
1911,1512416700,0.2,34
1912,1512417000,0.4,34
1913,1512417600,0.2,34
1914,1512418500,0.2,34
1926,1512414900,0.8,35
1927,1512415200,0.4,35
1928,1512415800,0.2,35
1929,1512416100,0.2,35
1930,1512416700,0.4,35
1931,1512417300,0.6,35
1932,1512417900,0.2,35
1942,1512414900,0.2,36
1943,1512416400,0.2,36
1949,1512414900,0.2,37
1960,1512417600,0.2,38
1971,1512415200,0.2,41
1972,1512415500,0.2,41
1973,1512415800,0.2,41
1974,1512416100,0.2,41
1975,1512417000,0.2,41
2001,1512414600,0.2,42
2002,1512415200,0.4,42
2003,1512415500,0.2,42
2004,1512415800,0.2,42
2005,1512416100,0.2,42
2006,1512416700,0.2,42
2033,1512421200,0.2,1
2034,1512421500,0.2,1
2035,1512421800,0.2,1
2054,1512420900,0.2,2
2055,1512422100,0.2,2
2074,1512418500,0.2,3
2075,1512419100,0.2,3
2088,1512420600,0.2,4
2124,1512420900,0.2,6
2138,1512420000,0.2,7
2139,1512420300,0.2,7
2143,1512418200,0.4,8
2144,1512418500,0.2,8
2145,1512418800,0.2,8
2146,1512419100,0.2,8
2147,1512419400,0.2,8
2172,1512419100,0.2,9
2173,1512421500,0.2,9
2207,1512419100,0.4,11
2208,1512419400,0.4,11
2209,1512419700,0.4,11
2210,1512420000,0.2,11
2211,1512420300,0.2,11
2212,1512420600,0.2,11
2213,1512420900,0.2,11
2214,1512421800,0.2,11
2220,1512421500,0.2,12
2221,1512422100,0.2,12
2237,1512420600,0.2,13
2273,1512419700,0.2,15
2284,1512418500,0.2,16
2285,1512420600,0.2,16
2304,1512419700,0.2,17
2322,1512421200,0.2,18
2323,1512421800,0.4,18
2324,1512422100,0.2,18
2343,1512420900,0.2,19
2344,1512421500,0.2,19
2363,1512421500,0.2,20
2364,1512422400,0.2,20
2400,1512418500,0.2,24
2401,1512419100,0.2,24
2402,1512419700,0.2,24
2403,1512420300,0.2,24
2404,1512421500,0.2,24
2438,1512420000,0.2,27
2439,1512420300,0.2,27
2440,1512420600,0.2,27
2441,1512421200,0.2,27
2453,1512420900,0.2,28
2454,1512421200,0.2,28
2455,1512421500,0.2,28
2456,1512421800,0.2,28
2475,1512419400,0.2,29
2476,1512419700,0.2,29
2477,1512420300,0.2,29
2478,1512420600,0.2,29
2479,1512420900,0.2,29
2480,1512421200,0.2,29
2481,1512421800,0.2,29
2482,1512422100,0.2,29
2483,1512422400,0.4,29
2484,1512422700,0.4,29
2502,1512418200,0.2,30
2503,1512418800,0.2,30
2504,1512419400,0.4,30
2505,1512419700,0.2,30
2506,1512420000,0.4,30
2507,1512420300,0.6,30
2508,1512420600,1,30
2509,1512420900,0.6,30
2510,1512421800,0.2,30
2538,1512420600,0.2,32
2539,1512421800,0.2,32
2559,1512412500,0.2,33
2560,1512413400,0.2,33
2561,1512414300,0.4,33
2562,1512414900,0.4,33
2563,1512415200,0.2,33
2564,1512415500,0.4,33
2580,1512420300,0.2,34
2600,1512420000,0.2,35
2617,1512420600,0.2,36
2647,1512419100,0.2,41
2648,1512419700,0.2,41
2649,1512420000,0.2,41
2650,1512420300,0.4,41
2651,1512420600,0.2,41
2652,1512420900,0.4,41
2653,1512421200,0.2,41
2654,1512421500,0.4,41
2655,1512421800,0.4,41
2686,1512418500,0.2,42
2687,1512419100,0.4,42
2688,1512419400,0.2,42
2689,1512419700,0.2,42
2690,1512420000,0.2,42
2723,1512424800,0,1
2724,1512425100,0.2,1
2746,1512422400,0.2,2
2747,1512424800,0,2
2748,1512425100,0.2,2
2769,1512421800,0.2,3
2770,1512422700,0.2,3
2771,1512423900,0.2,3
2772,1512424800,0,3
2787,1512422400,0.2,4
2788,1512423000,0.2,4
2789,1512424800,0,4
2808,1512422700,0.2,5
2809,1512424800,0,5
2828,1512422400,0.2,6
2829,1512423300,0.2,6
2830,1512423600,0.2,6
2831,1512424800,0,6
2846,1512424800,0,7
2852,1512422100,0.2,8
2853,1512423300,0.2,8
2854,1512424200,0.2,8
2855,1512424800,0,8
2885,1512424800,0,9
2911,1512422100,0.2,10
2912,1512424800,0,10
2923,1512422100,0.2,11
2924,1512423000,0.2,11
2925,1512423300,0.2,11
2926,1512424800,0,11
2940,1512423000,0.2,12
2941,1512424800,0,12
2959,1512422400,0.2,13
2960,1512423600,0.2,13
2961,1512424200,0.2,13
2962,1512424800,0,13
2976,1512422100,0.4,14
2977,1512424800,0,14
3001,1512424800,0,15
3013,1512422400,0.2,16
3014,1512422700,0.2,16
3015,1512423300,0.2,16
3016,1512424800,0,16
3037,1512423000,0.2,17
3038,1512423600,0.2,17
3039,1512424800,0,17
3058,1512423000,0.2,18
3059,1512424800,0,18
3081,1512422400,0.2,19
3082,1512422700,0.2,19
3083,1512424800,0,19
3104,1512424800,0,20
3119,1512424800,0,21
3120,1512423000,0.2,22
3121,1512423600,0.2,22
3122,1512424800,0,22
3138,1512424800,0,23
3147,1512424800,0,24
3159,1512422100,0.2,25
3160,1512422400,0.2,25
3161,1512423000,0.2,25
3162,1512423300,0.2,25
3163,1512423900,0.2,25
3164,1512424500,0.2,25
3165,1512424800,0,25
3166,1512425100,0.2,25
3167,1512425400,0.2,25
3184,1512422100,0.2,26
3185,1512422400,0.2,26
3186,1512423000,0.2,26
3187,1512423900,0.2,26
3188,1512424500,0.2,26
3189,1512424800,0,26
3201,1512421500,0.2,27
3202,1512422100,0.2,27
3203,1512422700,0.2,27
3204,1512423000,0.2,27
3205,1512424200,0.2,27
3206,1512424800,0,27
3222,1512422400,0.2,28
3223,1512422700,0.2,28
